proteinA;proteinB
P53378;P22936
P53378;P20134
P53378;P48234
P53378;P10964
P53378;P32259
P53378;P54790
P53378;P53082
P53378;P43586
P53378;P53276
P53865;P34247
P53865;P54999
P53865;Q08457
P53865;P38112
P53865;P40051
P53865;P26793
P53865;Q12033
P53865;P53147
P53865;P39970
P53865;P53135
P06787;Q12418
P06787;P40316
P06787;Q04368
P06787;P53254
P06787;P33411
P06787;P53867
P06787;P34072
P06787;P53863
P06787;P06100
P06787;P20095
P45819;P38838
P45819;Q04368
P45819;Q01649
P45819;P26449
P45819;P53276
P45819;P26798
P45819;Q02932
P45819;Q04110
P45819;P35995
P45819;P38902
Q05955;P52923
Q05955;P36132
Q05955;Q08465
Q05955;P40467
Q05955;P53742
Q05955;Q06679
Q05955;P36047
Q05955;P38985
Q05955;P53101
Q05955;Q06512
Q12365;P15938
Q12365;Q12223
Q12365;P32494
Q12365;P36009
Q12365;P20052
Q12365;P53032
Q12365;P08638
Q12365;P06844
Q12365;Q02486
Q12365;P53330
P39723;P34087
P39723;P39715
P39723;Q12099
P39723;P06782
P39723;P40553
P39723;P42846
P39723;Q08683
P39723;Q02521
P39723;Q12018
P39723;P38351
P33204;P39970
P33204;P08638
P33204;Q03280
P33204;Q12242
P33204;P53769
P33204;Q04477
P33204;P39943
P33204;P34234
P33204;P25293
P33204;Q02721
P53731;P38632
P53731;Q04477
P53731;P38803
P53731;Q03761
P53731;P32485
P53731;P33297
P53731;P11747
P53731;P38793
P53731;Q07684
P53731;Q3E7C1
P38328;P38630
P38328;P43565
P38328;P32863
P38328;P40356
P38328;Q08965
P38328;P49687
P38328;Q12493
P38328;Q03503
P38328;P43605
P38328;P25635
P47117;Q06053
P47117;P39081
P47117;P07249
P47117;P03871
P47117;Q08285
P47117;P31111
P47117;P34223
P47117;P35732
P47117;P02293
P47117;P22138
P17555;P22803
P17555;P40422
P17555;Q02100
P17555;Q07381
P17555;P23724
P17555;P53068
P17555;P33399
P17555;P40454
P17555;P33411
P17555;P53060
P36006;Q12373
P36006;P04819
P36006;Q00416
P36006;P38828
P36006;P40473
P36006;P38770
P36006;P22515
P36006;P32480
P36006;P40051
P36006;P18494
P40559;P20053
P40559;P53727
P40559;Q12513
P40559;P53540
P40559;P40063
P40559;P27344
P40559;P25632
P40559;P38144
P40559;P38915
P40559;P40342
P40563;P38439
P40563;Q99189
P40563;P33339
P40563;P53883
P40563;Q12420
P40563;Q08032
P40563;P38827
P40563;P32863
P40563;P53101
P40563;P25384
P13517;P14682
P13517;P53062
P13517;P22082
P13517;Q07921
P13517;P14682
P13517;P36146
P13517;P25336
P13517;P31385
P13517;Q06224
P13517;P34909
Q08873;Q05541
Q08873;Q12297
Q08873;P12904
Q08873;P29468
Q08873;P10862
Q08873;Q02721
Q08873;P53769
Q08873;P32776
Q08873;P38181
Q08873;P38283
P38822;P38628
P38822;P06105
P38822;P25368
P38822;P10862
P38822;P53064
P38822;P50106
P38822;Q04430
P38822;P53973
P38822;P40362
P38822;P32892
P32793;P53011
P32793;P09119
P32793;P53276
P32793;P48581
P32793;P30822
P32793;Q02983
P32793;Q03323
P32793;P25569
P32793;Q06525
P32793;Q12432
P15891;P40459
P15891;Q12400
P15891;P47076
P15891;P53840
P15891;Q07684
P15891;Q07921
P15891;P38985
P15891;P47112
P15891;Q04603
P15891;P33399
P47068;P25357
P47068;Q12341
P47068;Q06148
P47068;Q12099
P47068;P38304
P47068;Q07350
P47068;P35181
P47068;Q04213
P47068;Q02884
P47068;Q03010
P53933;P35195
P53933;P39073
P53933;P40969
P53933;Q03063
P53933;P38255
P53933;P38811
P53933;P43605
P53933;Q04746
P53933;P35178
P53933;P38877
P40518;Q12433
P40518;Q02455
P40518;P53307
P40518;P39927
P40518;P38793
P40518;P40492
P40518;Q02642
P40518;P50278
P40518;Q12208
P40518;P38931
P32381;P47119
P32381;Q04603
P32381;P27476
P32381;Q12457
P32381;Q12291
P32381;Q03010
P32381;P16658
P32381;P28320
P32381;P53743
P32381;Q08816
P50942;P32566
P50942;Q06163
P50942;Q12211
P50942;P18494
P50942;P40019
P50942;P38439
P50942;Q02354
P50942;Q03125
P50942;P29547
P50942;P23394
P53974;P36132
P53974;P53127
P53974;P34223
P53974;Q04368
P53974;P07834
P53974;P32357
P53974;P39009
P53974;P32480
P53974;P23255
P53974;P26755
P40494;P47110
P40494;P02293
P40494;P38629
P40494;P53853
P40494;P25043
P40494;P53147
P40494;P38302
P40494;Q07684
P40494;Q12398
P40494;P36132
Q12421;P20095
Q12421;P40573
Q12421;P54860
Q12421;P19659
Q12421;P46984
Q12421;Q04673
Q12421;P39929
Q12421;P53940
Q12421;P47017
Q12421;P38199
P17536;P32776
P17536;P35178
P17536;P47083
P17536;Q92317
P17536;P53150
P17536;Q12507
P17536;P39113
P17536;Q07913
P17536;Q99190
P17536;Q01080
Q04549;P07272
Q04549;Q02931
Q04549;P53538
Q04549;P12683
Q04549;Q99177
Q04549;P53335
Q04549;P20050
Q04549;P53958
Q04549;Q05854
Q04549;Q12060
P36224;P08638
P36224;P34253
P36224;Q05946
P36224;P54791
P36224;P53197
P36224;Q04373
P36224;Q08465
P36224;P38144
P36224;P25337
P36224;Q08561
P39937;Q12124
P39937;P53909
P39937;P29469
P39937;P40362
P39937;P06777
P39937;P47093
P39937;P53135
P39937;Q08601
P39937;P04786
P39937;P53927
P27801;P16451
P27801;P38172
P27801;P10834
P27801;P32843
P27801;P53083
P27801;P00431
P27801;P53233
P27801;P00447
P27801;P36064
P27801;P34227
P25591;P36163
P25591;Q02204
P25591;Q03430
P25591;P38228
P25591;P25348
P25591;P32473
P25591;P00431
P25591;P40215
P25591;P53320
P25591;P18239
P12868;P53721
P12868;P21954
P12868;P25270
P12868;Q04311
P12868;P40496
P12868;P28241
P12868;Q01163
P12868;P19262
P12868;P40156
P12868;P34227
P32609;P53937
P32609;P53294
P32609;P53297
P32609;Q06405
P32609;P47025
P32609;P38088
P32609;P38162
P32609;P40515
P32609;P53230
P32609;P53875
P22855;Q03557
P22855;P61829
P22855;Q05043
P22855;P06197
P22855;P61829
P22855;P28625
P22855;P53230
P22855;P32387
P22855;Q06090
P22855;Q03652
P05759;P25348
P05759;P12686
P05759;P03875
P05759;P40085
P05759;P48567
P05759;P07263
P05759;P07884
P05759;P46655
P05759;P27895
P05759;P38885
Q12411;P53944
Q12411;P53077
Q12411;Q06179
Q12411;Q08230
Q12411;P01097
Q12411;P38909
Q12411;P35197
Q12411;Q04922
Q12411;P00127
Q12411;P14693
Q07732;P39525
Q07732;P36163
Q07732;P53070
Q07732;P03875
Q07732;Q12487
Q07732;P53264
Q07732;P36528
Q07732;P35200
Q07732;Q12497
Q07732;P35999
Q08550;P38300
Q08550;P16658
Q08550;P25646
Q08550;P53294
Q08550;Q02825
Q08550;P38297
Q08550;P36163
Q08550;P40098
Q08550;Q12184
Q08550;P53297
Q04053;Q12032
Q04053;Q02772
Q04053;Q02950
Q04053;P53312
Q04053;P20967
Q04053;Q06143
Q04053;P38175
Q04053;P14063
Q04053;P40556
Q04053;P33303
P40155;P07251
P40155;P28778
P40155;P50088
P40155;Q12071
P40155;Q08058
P40155;P16603
P40155;P38797
P40155;Q12320
P40155;P32897
P40155;Q01802
P53112;P33448
P53112;P43617
P53112;P25578
P53112;P36147
P53112;P19262
P53112;P40159
P53112;Q05779
P53112;P00127
P53112;P54964
P53112;P16387
P29496;P48525
P29496;P36147
P29496;Q12171
P29496;Q06493
P29496;P53239
P29496;P07251
P29496;Q02776
P29496;P28239
P29496;P54861
P29496;P47127
P34078;Q08622
P34078;P39112
P34078;P53264
P34078;P49017
P34078;P38880
P34078;P39965
P34078;P03875
P34078;P23180
P34078;P53193
P34078;P32787
P33418;P32559
P33418;P38341
P33418;Q12122
P33418;P38714
P33418;P40858
P33418;P00927
P33418;P12695
P33418;Q03667
P33418;Q08058
P33418;P26793
P19880;P53921
P19880;P43635
P19880;P15424
P19880;P14284
P19880;P08067
P19880;P37267
P19880;P53239
P19880;P33759
P19880;Q99373
P19880;P07255
P25298;P16451
P25298;P40961
P25298;P27929
P25298;Q04083
P25298;P53264
P25298;P53733
P25298;Q06139
P25298;Q01926
P25298;Q01532
P25298;P07236
P43563;P27929
P43563;P00128
P43563;P36046
P43563;P38077
P43563;Q12298
P43563;P08466
P43563;P53944
P43563;P00830
P43563;P36516
P43563;P36163
Q99257;P37267
Q99257;Q08023
Q99257;Q04401
Q99257;P36152
Q99257;P28737
Q99257;P36010
Q99257;P40008
Q99257;P00410
Q99257;O74700
Q99257;P00927
P20433;P28627
P20433;P40202
P20433;Q03673
P20433;Q12089
P20433;P53937
P20433;P43122
P20433;Q03976
P20433;P00431
P20433;P36533
P20433;P10127
P34087;P53230
P34087;P39006
P34087;P38162
P34087;P10507
P34087;P53193
P34087;P36775
P34087;P23369
P34087;P14284
P34087;P26793
P34087;P38909
P47017;P07246
P47017;Q05931
P47017;P43122
P47017;P01097
P47017;P36528
P47017;Q12122
P47017;P09624
P47017;P25573
P47017;P22354
P47017;P35197
P38989;P35691
P38989;Q06324
P38989;P36152
P38989;P33751
P38989;P38958
P38989;Q07914
P38989;P39525
P38989;Q04675
P38989;P08067
P38989;P32787
Q12267;P00445
Q12267;P06197
Q12267;P32843
Q12267;P20967
Q12267;P18409
Q12267;P38127
Q12267;P25578
Q12267;P32473
Q12267;P07253
Q12267;P38152
Q12098;P53083
Q12098;P40341
Q12098;P53724
Q12098;P42847
Q12098;P53507
Q12098;P02992
Q12098;P28239
Q12098;P43122
Q12098;P33303
Q12098;P12887
P09959;P40008
P09959;Q03798
P09959;P48525
P09959;P47140
P09959;P38172
P09959;P53507
P09959;Q08818
P09959;Q03028
P09959;P39525
P09959;P53294
P46970;P27692
P46970;P00045
P46970;Q03652
P46970;P32785
P46970;Q06177
P46970;Q08749
P46970;P40008
P46970;P25605
P46970;P36525
P46970;P10662
P43583;P42847
P43583;P39965
P43583;P08525
P43583;P53163
P43583;P40050
P43583;Q05776
P43583;Q03201
P43583;P38783
P43583;Q02771
P43583;Q06177
Q08920;P38064
Q08920;P37292
Q08920;P38824
Q08920;Q03702
Q08920;P17106
Q08920;Q02608
Q08920;P07390
Q08920;Q12171
Q08920;P21954
Q08920;P16451
P32526;P16451
P32526;P38341
P32526;P35200
P32526;P25846
P32526;P25379
P32526;P27692
P32526;P38064
P32526;Q04935
P32526;P53721
P32526;P25573
Q12386;Q03430
Q12386;P46989
Q12386;Q06005
Q12386;P25646
Q12386;P46681
Q12386;P21801
Q12386;P07170
Q12386;P00830
Q12386;P16547
Q12386;P32387
P38198;P47140
P38198;P53171
P38198;P25578
P38198;P18900
P38198;P47015
P38198;P61829
P38198;P10355
P38198;Q08742
P38198;Q03151
P38198;Q12184
P53267;P08425
P53267;P32874
P53267;Q01802
P53267;P07342
P53267;P53260
P53267;P36060
P53267;Q12497
P53267;P53921
P53267;P38323
P53267;Q02773
P38991;P19262
P38991;P07263
P38991;P36038
P38991;Q03798
P38991;P40097
P38991;P32843
P38991;P38127
P38991;Q12289
P38991;P32580
P38991;Q01926
P32380;Q06177
P32380;Q12339
P32380;P17558
P32380;P04037
P32380;P53157
P32380;P53264
P32380;P36147
P32380;P38169
P32380;P32904
P32380;P07257
P40457;Q12283
P40457;P36521
P40457;P32387
P40457;P38072
P40457;Q03430
P40457;Q06683
P40457;P38162
P40457;Q08686
P40457;Q03151
P40457;P36521
Q01649;P11914
Q01649;P40491
Q01649;Q05867
Q01649;P53230
Q01649;Q06630
Q01649;P12695
Q01649;P21771
Q01649;P40825
Q01649;P07143
Q01649;P47139
P38863;Q07914
P38863;P38297
P38863;Q05931
P38863;P38072
P38863;Q12142
P38863;P32493
P38863;O75012
P38863;P36046
P38863;Q07807
P38863;P30902
P53540;Q06011
P53540;P48527
P53540;P38705
P53540;Q02875
P53540;P14284
P53540;Q06179
P53540;P38927
P53540;P35996
P53540;P47158
P53540;P20107
Q12236;P36516
Q12236;Q04013
Q12236;P61829
Q12236;Q05809
Q12236;P53157
Q12236;P08425
Q12236;P36130
Q12236;P35996
Q12236;P28241
Q12236;P06168
P38203;P12686
P38203;P33311
P38203;P33893
P38203;P38264
P38203;Q06563
P38203;P08468
P38203;P07342
P38203;P36531
P38203;Q12349
P38203;Q08686
P32790;P38705
P32790;P53312
P32790;P46972
P32790;P23644
P32790;P38152
P32790;P39525
P32790;Q07914
P32790;Q08952
P32790;P40047
P32790;P46989
Q6WNK7;Q12289
Q6WNK7;P38162
Q6WNK7;P32611
Q6WNK7;Q08818
Q6WNK7;P38793
Q6WNK7;P18239
Q6WNK7;Q99373
Q6WNK7;P38884
Q6WNK7;P18496
Q6WNK7;P50945
P39715;P38231
P39715;Q06324
P39715;Q06405
P39715;P38921
P39715;P50945
P39715;P18900
P39715;P51998
P39715;Q06011
P39715;P36525
P39715;P40452
Q00684;P40416
Q00684;P35180
Q00684;Q04472
Q00684;P31334
Q00684;Q01519
Q00684;P48360
Q00684;P46655
Q00684;P17695
Q00684;Q04311
Q00684;P27929
P46963;P21560
P46963;Q06668
P46963;Q08023
P46963;P48567
P46963;Q92328
P46963;P12689
P46963;P53305
P46963;Q04922
P46963;Q06493
P46963;P03874
Q03957;P32454
Q03957;Q12339
Q03957;P15424
Q03957;P38958
Q03957;P48527
Q03957;Q04341
Q03957;Q03201
Q03957;Q05863
Q03957;P07255
Q03957;P46655
Q12080;Q01852
Q12080;P38909
Q12080;Q12349
Q12080;P47158
Q12080;P25578
Q12080;P53875
Q12080;P25626
Q12080;P40515
Q12080;P03874
Q12080;P28737
P33322;P00427
P33322;P18496
P33322;P12687
P33322;P00045
P33322;P39515
P33322;Q04408
P33322;P10355
P33322;P39707
P33322;P53869
P33322;P32522
P33201;P08425
P33201;Q12039
P33201;P07246
P33201;P53299
P33201;P16547
P33201;P36520
P33201;P25379
P33201;P53312
P33201;P41911
P33201;P00045
P38181;P09457
P38181;P53219
P38181;P00427
P38181;P07255
P38181;P25349
P38181;P09457
P38181;P47045
P38181;P08417
P38181;Q06683
P38181;P53264
P40066;P21375
P40066;P42834
P40066;P36775
P40066;Q04598
P40066;P32048
P40066;P21801
P40066;P38824
P40066;P03875
P40066;P53733
P40066;P36775
Q02199;P20107
Q02199;P23493
Q02199;Q06011
Q02199;P07251
Q02199;P38228
Q02199;Q12482
Q02199;P19516
Q02199;P21771
Q02199;P36527
Q02199;Q01532
Q03790;P12686
Q03790;P40452
Q03790;Q05863
Q03790;P20107
Q03790;Q02776
Q03790;Q06405
Q03790;P28239
Q03790;P42834
Q03790;P38790
Q03790;Q08968
Q05166;P34111
Q05166;Q04083
Q05166;Q01519
Q05166;Q12184
Q05166;P38345
Q05166;Q02784
Q05166;P36112
Q05166;P40215
Q05166;P42945
Q05166;P49334
P48837;P40097
P48837;O75012
P48837;P42847
P48837;Q12305
P48837;P50945
P48837;P00927
P48837;P53311
P48837;Q08645
P48837;P52923
P48837;Q01163
P52891;P40452
P52891;P35996
P52891;P53311
P52891;P34227
P52891;P53264
P52891;Q04472
P52891;Q12039
P52891;P28241
P52891;P53077
P52891;P08466
P46673;Q08001
P46673;P36064
P46673;P36013
P46673;P36056
P46673;Q06405
P46673;P39518
P46673;Q06485
P46673;P53294
P46673;Q03702
P46673;P00045
P14907;P36038
P14907;P32453
P14907;P26364
P14907;P36516
P14907;P06168
P14907;Q12287
P14907;P47031
P14907;P07253
P14907;Q05779
P34077;P38325
P34077;P40495
P34077;P35200
P34077;Q12482
P34077;Q04401
P34077;Q06177
P34077;P39965
P34077;P38891
P34077;P23641
P34077;P40097
P35729;P25374
P35729;P32843
P35729;P40159
P35729;P38860
P35729;P43122
P35729;P32787
P35729;P40496
P35729;P36526
P35729;P38152
P35729;P40215
P36161;P32463
P36161;P04039
P36161;Q02771
P36161;Q04599
P36161;P40156
P36161;P39522
P36161;P08417
P36161;Q12039
P36161;P25605
P36161;Q03976
P52593;P38958
P52593;Q04675
P52593;P32333
P52593;P36010
P52593;Q00873
P52593;P00830
P52593;P43122
P52593;Q05863
P52593;P47039
P52593;Q05776
Q02629;Q92328
Q02629;P38325
Q02629;P35200
Q02629;Q02784
Q02629;P38088
Q02629;Q12283
Q02629;Q00873
Q02629;Q05930
Q02629;P36531
Q02629;P53294
Q02630;P39965
Q02630;P36064
Q02630;P17695
Q02630;P17106
Q02630;Q04013
Q02630;Q04922
Q02630;P39722
Q02630;Q02875
Q02630;P36163
Q02630;P38816
P49686;P16622
P49686;Q02486
P49686;P36152
P49686;P53294
P49686;P39965
P49686;P38172
P49686;Q02486
P49686;P38958
P49686;Q06143
P49686;Q03799
P40368;P10662
P40368;P40416
P40368;P00445
P40368;P48567
P40368;P03875
P40368;Q03218
P40368;P47031
P40368;Q12375
P40368;Q08686
P40368;P18544
P40477;Q12305
P40477;P40530
P40477;P40416
P40477;P38812
P40477;Q05809
P40477;P32048
P40477;P80235
P40477;P36056
P40477;P22354
P40477;P15179
P32500;P38705
P32500;P21954
P32500;P38152
P32500;P16603
P32500;Q12181
P32500;P38228
P32500;P47139
P32500;P38927
P32500;P33759
P32500;Q04341
P47054;P08466
P47054;P32191
P47054;Q02950
P47054;Q06567
P47054;P06197
P47054;P40047
P47054;Q12305
P47054;Q06493
P47054;P40576
P47054;P40452
P06704;P12695
P06704;P04039
P06704;Q00711
P06704;P16622
P06704;P32898
P06704;P00445
P06704;P36531
P06704;P03874
P06704;P32606
P06704;Q12031
P53011;P36525
P53011;P08456
P53011;P32874
P53011;P35180
P53011;Q08023
P53011;P32830
P53011;P33303
P53011;P34111
P53011;P47031
P53011;P19956
Q12315;P35197
Q12315;P40050
Q12315;Q04401
Q12315;P38323
Q12315;P21560
Q12315;P04803
Q12315;Q02950
Q12315;Q07914
Q12315;Q07914
Q12315;P47015
Q08931;P25646
Q08931;Q12032
Q08931;P21592
Q08931;Q00873
Q08931;P25846
Q08931;P36038
Q08931;P35197
Q08931;P39677
Q08931;P31334
Q08931;P39525
P47069;P38064
P47069;P53220
P47069;P38152
P47069;P36130
P47069;Q03020
P47069;P15424
P47069;Q07807
P47069;P16387
P47069;P36056
P47069;P28625
Q06616;Q08645
Q06616;P43635
Q06616;P38152
Q06616;P50087
Q06616;P53193
Q06616;P50861
Q06616;P40035
Q06616;P43594
Q06616;P07251
Q06616;P53875
P53159;P53171
P53159;P32493
P53159;P38231
P53159;P00927
P53159;P32559
P53159;P19882
P53159;Q12298
P53159;P35731
P53159;P32902
P53159;O13578
Q04964;P43635
Q04964;P39522
Q04964;Q07540
Q04964;Q04408
Q04964;P38783
Q04964;P53869
Q04964;P00830
Q04964;P28817
Q04964;Q12374
Q04964;P39112
P12904;P35999
P12904;P40825
P12904;P46681
P12904;Q02771
P12904;P08593
P12904;O14464
P12904;Q02773
P12904;P32445
P12904;P38297
P12904;Q08774
P08153;P32904
P08153;P40530
P08153;P06208
P08153;P38064
P08153;Q06683
P08153;P32874
P08153;P39533
P08153;P46655
P08153;P32333
P08153;P00175
Q06568;P21954
Q06568;Q01217
Q06568;P38702
Q06568;P21592
Q06568;P32048
Q06568;Q12374
Q06568;P47039
Q06568;P38072
Q06568;P53724
Q06568;P27697
P38632;Q05779
P38632;P40961
P38632;P38969
P38632;P07256
P38632;P30902
P38632;P00854
P38632;P50087
P38632;Q05892
P38632;P38088
P30822;P01097
P30822;P38064
P30822;Q06011
P30822;P04037
P30822;P39102
P30822;P54861
P30822;P36056
P30822;P07253
P30822;P39707
P30822;P16861
Q08457;P38175
Q08457;P32611
Q08457;P38325
Q08457;P42834
Q08457;P18544
Q08457;P38341
Q08457;P40452
Q08457;P18409
Q08457;P40185
Q08457;Q06630
Q12248;Q00539
Q12248;P30902
Q12248;P00427
Q12248;P53869
Q12248;P40416
Q12248;P38169
Q12248;Q05867
Q12248;Q06011
Q12248;P08593
Q12248;Q12287
P36162;Q02204
P36162;P50088
P36162;P32787
P36162;P23180
P36162;P39717
P36162;Q03652
P36162;P20967
P36162;P28625
P36162;Q08822
P36162;P50896
Q03954;P38714
Q03954;P38909
Q03954;P38169
Q03954;P25626
Q03954;P40491
Q03954;P16861
Q03954;P18496
Q03954;Q12349
Q03954;Q06005
Q03954;P10355
P35734;P40159
P35734;Q12181
P35734;P14908
P35734;Q04401
P35734;P36112
P35734;P36163
P35734;P46989
P35734;P38927
P35734;P38162
P35734;P16547
P36131;Q03020
P36131;Q05776
P36131;P12686
P36131;P87108
P36131;P38341
P36131;P38152
P36131;P38988
P36131;P39006
P36131;Q07821
P36131;P05626
P53886;O14464
P53886;P48813
P53886;P37267
P53886;P38927
P53886;P36520
P53886;Q08001
P53886;P53305
P53886;Q06011
P53886;P35996
P53886;Q12165
P57743;Q04408
P57743;P53312
P57743;P04037
P57743;P28241
P57743;P53937
P57743;P43635
P57743;P36520
P57743;P36010
P57743;Q06011
P57743;P23493
P47093;P07253
P47093;Q12071
P47093;P38162
P47093;P53875
P47093;P50861
P47093;P17898
P47093;P32473
P47093;P47141
P47093;P12687
P47093;P18239
P53905;P39006
P53905;P46989
P53905;P54861
P53905;P21306
P53905;P40051
P53905;Q03151
P53905;P16861
P53905;P50861
P53905;P27692
P53905;Q06678
P40070;P19882
P40070;P32266
P40070;P53264
P40070;Q06668
P40070;P07263
P40070;Q05809
P40070;P43582
P40070;Q12016
P40070;Q12031
P40070;P49334
Q08702;P27895
Q08702;P17106
Q08702;P33421
Q08702;Q05931
Q08702;P47039
Q08702;Q03020
Q08702;P40825
Q08702;P38264
Q08702;Q12184
Q08702;P53157
Q04751;P25348
Q04751;P38127
Q04751;P36013
Q04751;P38910
Q04751;P47158
Q04751;Q06143
Q04751;Q06485
Q04751;P32191
Q04751;P10849
Q04751;P53299
Q05541;P07271
Q05541;P19956
Q05541;Q02771
Q05541;Q12497
Q05541;P47065
Q05541;P07806
Q05541;Q03976
Q05541;Q07540
Q05541;P35180
Q05541;P10355
P32628;P53233
P32628;P04819
P32628;P18239
P32628;P36146
P32628;P07246
P32628;P40341
P32628;P28778
P32628;P52923
P32628;P38891
P32628;P41735
P24309;P39522
P24309;P53088
P24309;Q08230
P24309;P38345
P24309;P38175
P24309;Q04675
P24309;P53157
P24309;P38231
P24309;P40858
P24309;P54964
P54730;P12687
P54730;P19882
P54730;P48813
P54730;P16547
P54730;P16451
P54730;P10566
P54730;P07143
P54730;P32902
P54730;P08466
P54730;P43122
P34223;P43635
P34223;Q03941
P34223;P19516
P34223;P47031
P34223;P25374
P34223;P39965
P34223;P10834
P34223;P36531
P34223;P21592
P34223;P36531
P40208;P40496
P40208;Q12122
P40208;Q03246
P40208;P32606
P40208;Q01163
P40208;P40452
P40208;P25348
P40208;Q12122
P40208;P36152
P40208;P35191
P40026;P50087
P40026;P04803
P40026;P38909
P40026;P39707
P40026;P53733
P40026;P35200
P40026;Q06179
P40026;P32796
P40026;Q04408
P40026;P08417
P08458;Q07914
P08458;P37292
P08458;Q12032
P08458;P32830
P08458;P38771
P08458;P38325
P08458;P32830
P08458;Q08001
